株主ID,株主名,性別,年齢,職業,市,地名
4548,白浜,男,28,建築技術者（工事監督、設計技術者等）,つくば,市之台
4549,北澤,女,53,土木技術者（工事監督、設計技術者等）,つくば,今泉
4550,山越,女,54,測量技術者（測量士、測量士補）等,つくば,新牧田
4551,粟野,男,55,施設警備員,つくば,手代木
4552,東条,男,56,道路交通誘導員,つくば,西大沼
4553,藤永,女,57,雑踏警備員,つくば,上原
4554,涌井,男,58,その他の保安・警備・監視員,つくば,松野木
4555,市野,男,59,管理人（マンション、アパート等）,つくば,観音台一丁目
4556,広井,男,60,管理人（駐車場、駐輪場）,つくば,観音台二丁目
4557,船田,男,30,ビル設備管理員、ビル管理人,つくば,観音台三丁目
4558,中津,男,37,管理人（寄宿舎、寮、その他）,つくば,春日一丁目
4559,堀本,男,38,機械設備運転（クレーン、ボイラー、発電等）,つくば,春日二丁目
4560,中居,男,39,トラック運転手,つくば,春日三丁目
4561,大出,男,40,トレーラー・タンクローリー運転手,つくば,春日四丁目
4562,喜田,男,41,ミキサー車・ダンプカー運転手,つくば,松代一丁目
4563,東郷,男,42,ごみ収集・陸送・その他の貨物自動車運転手,つくば,松代二丁目
4564,森内,男,43,バス運転手,つくば,松代三丁目
4565,鈴村,男,44,タクシー運転手,つくば,松代四丁目
4566,勝部,男,45,役員車・送迎車等の乗用自動車運転手,つくば,松代五丁目
4567,東谷,男,22,その他の自動車運転手,つくば,西郷
4568,松平,男,47,フォークリフト運転作業員,つくば,小野川
4569,泉田,男,48,鉄道・船舶・航空機の運転、その他の輸送,つくば,東一丁目
4570,中畑,男,49,荷物の配達,つくば,東二丁目
4571,宮口,男,50,ルート集配,つくば,稲荷前
4572,水落,男,51,郵便の集配、新聞配達等,つくば,二の宮一丁目
4573,木幡,男,52,運行管理事務,つくば,二の宮二丁目
4574,千原,男,20,出札・旅客・貨物・料金収受係,つくば,二の宮三丁目
4575,中條,男,54,ビル・建物の清掃、ハウスクリーニング,つくば,二の宮四丁目
4576,奥本,女,55,ごみ収集、産業洗浄、その他の清掃・洗浄,つくば,高野台一丁目
4577,千野,男,26,フォークリフト運転作業員,つくば,高野台二丁目
4578,坂部,女,57,倉庫作業,つくば,高野台三丁目
4579,高浜,男,58,梱包作業,つくば,東新井
4580,牛山,男,59,包装、ラベル・シール貼付,つくば,御幸が丘
4581,田頭,男,60,商品等の選別・ピッキング,つくば,八幡台
4582,武本,女,30,運搬・積卸・引越作業、港湾荷役作業,つくば,上郷
4583,斎木,男,23,工場労務作業員,つくば,木俣
4584,澤井,男,32,食堂作業員（洗い場等）,つくば,野畑
4585,峰岸,女,33,小売店作業員（商品の陳列・補充等）,つくば,百家
4586,小貫,男,26,学校・病院の用務員、その他の作業員,つくば,高野
4587,宮,男,35,稲作、畑作、園芸等,つくば,今鹿島
4588,津野,男,36,養畜、動物飼育等,つくば,沼崎
4589,向田,女,37,植木職、造園師,つくば,中東原新田
4590,茅野,男,38,その他の農業,つくば,遠東
4591,肥田,男,39,林業,つくば,酒丸
4592,新堀,男,40,漁業,つくば,土田
4593,川岸,男,41,農業・畜産・林業・水産技術者,つくば,上里
4594,真木,女,42,農学・林学・水産学研究者,つくば,東光台一丁目
4595,稲見,男,26,一般事務,つくば,東光台二丁目
4596,加地,男,29,事務補助,つくば,東光台三丁目
4597,魚住,女,45,総務事務,つくば,東光台四丁目
4598,松宮,男,46,人事事務,つくば,東光台五丁目
4599,鵜沢,男,47,秘書,つくば,田倉
4600,藤城,男,25,受付・案内事務,つくば,緑ケ原一丁目
4601,羽田野,女,49,医療事務・受付,つくば,緑ケ原二丁目
4602,市田,男,50,調剤薬局事務,つくば,緑ケ原三丁目
4603,肥後,男,51,護事務,つくば,緑ケ原四丁目
4604,大東,男,28,会計・経理事務,つくば,手子生
4605,竹森,男,53,営業事務,つくば,大曽根
4606,古木,男,54,販売事務,つくば,鹿島台
4607,佐々,男,55,金融,つくば,玉取
4608,諸星,男,56,保険事務,つくば,若森
4609,三田村,女,57,貿易事務,つくば,佐
4610,白水,男,58,企画事務,つくば,蓮沼
4611,仁木,男,59,マーケティング,つくば,花畑一丁目
4612,臼田,男,60,生産・工程管理事務,つくば,花畑二丁目
4613,蜂谷,男,30,出荷・受荷事務,つくば,花畑三丁目
4614,南野,女,37,運行管理事務,つくば,前野
4615,兼田,男,38,郵便事務,つくば,立原
4616,古本,男,39,旅客・料金収受係,つくば,篠崎
4617,大藤,男,40,データ入力等ＰＣ操作,つくば,北原
4618,柿原,男,41,コールセンターオペレーター,つくば,長高野
4619,本木,男,42,テレアポ等,つくば,要
4620,増本,男,43,集金・検針・調査等の外勤事務,つくば,大穂
4621,谷沢,男,44,法人・団体の役員・管理職等,つくば,吉沼
4622,平沼,男,45,不動産営業,つくば,西高野
4623,今関,男,22,金融・保険営業,つくば,大久保
4624,舘,男,47,飲食料品販売営業,つくば,大砂
4625,仲谷,男,48,機械器具・電気器具販売営業,つくば,小田
4626,与那嶺,女,49,自動車販売営業,つくば,北太田
4627,大窪,男,50,製品受注営業,つくば,大形
4628,柳生,男,51,通信・情報システム営業,つくば,下大島
4629,井内,男,52,化学品販売営業、医薬品営業,つくば,小和田
4630,甲田,男,20,広告営業、会員勧誘、その他の営業,つくば,山口
4631,折田,男,54,テレフォンアポインター,つくば,平沢
4632,岡元,男,55,スーパー・百貨店販売店員,つくば,北条
4633,道下,女,26,レジ係,つくば,君島
4634,笹山,男,57,コンビニエンスストア店員,つくば,泉
4635,牛尾,男,58,衣料品販売店員,つくば,小泉
4636,赤星,男,59,飲食料品販売店員,つくば,田中
4637,仲里,男,60,医薬品・化粧品販売店員,つくば,田水山
4638,加来,女,30,自動車販売店員,つくば,水守
4639,仲井,男,23,電気機器販売店員,つくば,上沢
4640,丸谷,男,32,ガソリンスタンド販売員,つくば,山木
4641,前,女,33,その他の小売店販売員,つくば,明石
4642,深町,男,26,小売店作業員（商品の陳列・補充等）,つくば,高野原新田
4643,寺村,男,35,店長（小売、卸売）,つくば,作谷
4644,大畠,男,36,不動産仲介・売買,つくば,寺具
4645,倉島,女,37,訪問販売、卸売、その他の販売,つくば,安食
4646,荒,男,38,飲食店のホールスタッフ,つくば,上菅間
4647,野地,女,39,飲食店店長,つくば,中菅間
4648,永原,男,40,ホテル・旅館のフロント、接客、客室係,つくば,池田
4649,清宮,男,41,娯楽施設・スポーツ施設・その他の接客,つくば,磯部
4650,森元,男,42,美容師,つくば,洞下
4651,三野,女,26,理容師,つくば,筑波
4652,坂倉,男,29,エステティシャン、ネイリスト,つくば,沼田
4653,桐原,男,45,理美容師補助、その他の美容サービス,つくば,国松
4654,小野沢,男,46,調理人（日本・西洋・中華料理）,つくば,上大島
4655,荒牧,男,47,調理人（給食）,つくば,神郡
4656,木口,男,25,調理人（食堂、居酒屋、弁当店、その他）,つくば,臼井
4657,山森,男,49,調理補助、調理人見習,つくば,大貫
4658,高,男,50,食堂作業員（洗い場等）,つくば,杉木
4659,花房,男,51,クリーニング等の生活衛生サービス,つくば,小沢
4660,権藤,女,28,保育・介護補助、冠婚葬祭、その他サービス,つくば,漆所
4661,浜村,男,53,施設介護員,つくば,和台
4662,丹下,男,54,訪問介護員、ホームヘルパー,つくば,上境
4663,豊岡,男,55,介護支援専門員、ケアマネージャー,つくば,中根
4664,武村,女,56,老人福祉施設指導員,つくば,栄
4665,金崎,男,57,障害者福祉施設指導員,つくば,松塚
4666,大池,女,58,児童福祉施設指導員,つくば,松栄
4667,小滝,男,59,福祉相談員、ケースワーカー,つくば,大
4668,藤尾,男,60,その他の福祉専門職,つくば,横町
4669,岩川,男,30,福祉施設管理者,つくば,金田
4670,三森,女,37,保育士,つくば,古来
4671,井藤,男,38,保育補助（その他サービスを含む）,つくば,吉瀬
4672,中屋,男,39,学童保育・放課後児童クラブ等指導員,つくば,上ノ室
4673,和気,女,40,幼稚園教員,つくば,上広岡
4674,安武,男,41,小・中・高等学校・特別支援学校等教員,つくば,上広岡字野田
4675,大黒,男,42,専修学校・各種学校教員,つくば,下広岡
4676,椎野,女,43,職業訓練指導員、研修講師、その他の教員,つくば,大角豆
4677,新家,女,44,学習塾教師,つくば,倉掛
4678,関田,男,45,スポーツインストラクター,つくば,妻木
4679,沖本,男,22,習い事・その他の講師、インストラクター,つくば,柴崎
4680,上間,女,47,図書館司書,つくば,岡村新田
4681,白崎,男,48,学芸員,つくば,東岡
4682,吉富,男,49,学校カウンセラー,つくば,花室
4683,寺川,男,50,医師、歯科医師、獣医師,つくば,栗原
4684,冨山,男,51,薬剤師,つくば,上野
4685,吉山,男,52,看護師,つくば,天王台一丁目
4686,野々山,男,20,准看護師,つくば,天王台二丁目
4687,宮木,男,54,看護助手,つくば,天王台三丁目
4688,芝崎,男,55,保健師、助産師,つくば,天久保一丁目
4689,新開,男,26,理学療法士、作業療法士,つくば,天久保二丁目
4690,吉元,男,57,臨床検査技師、診療放射線技師等,つくば,天久保三丁目
4691,徳丸,男,58,歯科衛生士、歯科技工士,つくば,天久保四丁目
4692,谷津,男,59,歯科助手、歯科受付,つくば,吾妻一丁目
4693,板東,男,60,栄養士、管理栄養士,つくば,吾妻二丁目
4694,河端,男,30,あん摩マッサージ指圧・鍼灸師、柔道整復師,つくば,吾妻三丁目
4695,笠間,男,23,言語聴覚士、その他の保健医療専門職,つくば,吾妻四丁目
4696,茨木,男,32,動物病院助手、その他の助手等,つくば,竹園一丁目
4697,三嶋,男,33,医療事務・受付、調剤薬局事務,つくば,竹園二丁目
4698,大家,男,26,金属材料製造、金属加工、溶接,つくば,竹園三丁目
4699,武市,男,35,自動車組立、輸送用機械組立・整備,つくば,千現一丁目
4700,水沢,男,36,自動車整備工,つくば,千現二丁目
4701,福崎,男,37,電気・電子・通信機器等組立・修理,つくば,並木一丁目
4702,沖山,男,38,光学機械、その他の機械組立・修理,つくば,並木二丁目
4703,一柳,女,39,食料品製造・加工,つくば,並木三丁目
4704,江村,男,40,衣服・繊維製品製造、パタンナー,つくば,並木四丁目
4705,佐古,女,41,化学製品、窯業・土石製品の製造・加工,つくば,梅園一丁目
4706,安村,男,42,プラスチック製品、その他の製造・加工,つくば,梅園二丁目
4707,米原,男,26,ＤＴＰオペレーター、印刷、製本,つくば,桜一丁目
4708,草場,男,29,ＣＡＤオペレーター、製図、写図、現図,つくば,桜二丁目
4709,春木,女,45,塗装、看板制作、その他生産関連,つくば,桜三丁目
4710,脇本,男,46,製品検査,つくば,筑穂一丁目
4711,稲本,男,47,生産設備オペレーター（制御・監視),つくば,筑穂二丁目
4712,石松,女,25,工場労務作業,つくば,筑穂三丁目
4713,川中,男,49,建築技術者（工事監督、設計技術者等）,つくば,豊里の杜一丁目
4714,福間,男,50,土木技術者（工事監督、設計技術者等）,つくば,豊里の杜二丁目
4715,畑野,男,51,測量技術者（測量士、測量士補）,つくば,南原
4716,福富,女,28,ソフトウェア開発技術者、プログラマー,つくば,旭
4717,遠田,男,53,その他の情報処理・通信技術者,つくば,西沢
4718,鶴,男,54,電気・電子・電気通信の開発・製造技術者,つくば,西原
4719,嵯峨,男,55,機械・自動車等の設計・製造技術者,つくば,長峰
4720,山県,男,56,食品・その他の技術者、研究者,つくば,原
4721,松嶋,女,57,経営、法務,つくば,六斗
4722,西内,男,58,ウェブデザイナー,つくば,小茎
4723,加島,男,59,デザイナー（ウェブを除く）,つくば,下岩崎
4724,久保木,女,60,カメラマン、記者・編集者、その他芸術,つくば,九万坪
4725,小路,男,30,通訳、翻訳,つくば,上岩崎
4726,南川,男,37,カウンセラー（医療・福祉施設を除く）,つくば,房内
4727,谷田部,男,38,司書、その他の専門職,つくば,若栗
4728,盛田,女,39,大工,つくば,菅間
4729,小岩,男,40,配管工,つくば,樋の沢
4730,新屋,男,41,左官、タイル張・内装・防水工等,つくば,大井
4731,野津,男,42,とび工、型枠大工、鉄筋工（建設躯体工事）,つくば,高崎
4732,長倉,男,43,建設機械・クレーン等運転工、玉掛,つくば,天宝喜
4733,祖父江,男,44,ダンプカー・ミキサー車運転手,つくば,牧園
